id,symbol,seqnames,strand,TSS,CAGE_representative_TSS,type
ENSG00000021355,SERPINB1,chr6,-,2842240,2842094,protein_coding
ENSG00000021461,CYP3A43,chr7,+,99425636,99425636,protein_coding
ENSG00000021488,SLC7A9,chr19,-,33360672,33360664,protein_coding
ENSG00000021574,SPAST,chr2,+,32288680,32289061,protein_coding
ENSG00000021645,NRXN3,chr14,+,78636716,78636716,protein_coding
ENSG00000021762,OSBPL5,chr11,-,3187969,3186525,protein_coding
ENSG00000021776,AQR,chr15,-,35262040,35261898,protein_coding
ENSG00000021826,CPS1,chr2,+,211342406,211421323,protein_coding
ENSG00000021852,C8B,chr1,-,57431813,57431688,protein_coding
ENSG00000022267,FHL1,chrX,+,135228861,135279206,protein_coding
ENSG00000022277,RTFDC1,chr20,+,55043641,55043713,protein_coding
ENSG00000022355,GABRA1,chr5,+,161274197,161275188,protein_coding
ENSG00000022556,NLRP2,chr19,+,55464498,55477742,protein_coding
ENSG00000022567,SLC45A4,chr8,-,142318404,142318387,protein_coding
ENSG00000022840,RNF10,chr12,+,120971283,120972159,protein_coding
ENSG00000022976,ZNF839,chr14,+,102783714,102786083,protein_coding
ENSG00000023041,ZDHHC6,chr10,-,114206675,114206672,protein_coding
ENSG00000023171,GRAMD1B,chr11,+,123325106,123430976,protein_coding
ENSG00000023191,RNH1,chr11,-,507300,507232,protein_coding
ENSG00000023228,NDUFS1,chr2,-,207024327,207024149,protein_coding
ENSG00000023287,RB1CC1,chr8,-,53658403,53626995,protein_coding
ENSG00000023318,ERP44,chr9,-,102861322,102861282,protein_coding
ENSG00000023330,ALAS1,chr3,+,52232102,52232176,protein_coding
ENSG00000023445,BIRC3,chr11,+,102188181,102188215,protein_coding
ENSG00000023516,AKAP11,chr13,+,42846289,42846293,protein_coding
ENSG00000023572,GLRX2,chr1,-,193075244,193074544,protein_coding
ENSG00000023608,SNAPC1,chr14,+,62229075,62229138,protein_coding
ENSG00000023697,DERA,chr12,+,16064106,16064266,protein_coding
ENSG00000023734,STRAP,chr12,+,16035325,16035322,protein_coding
ENSG00000023839,ABCC2,chr10,+,101542489,101542518,protein_coding
ENSG00000023892,DEF6,chr6,+,35265629,35265595,protein_coding
ENSG00000023902,PLEKHO1,chr1,+,150121373,150122106,protein_coding
ENSG00000023909,GCLM,chr1,-,94375012,94374986,protein_coding
ENSG00000024048,UBR2,chr6,+,42531800,42531767,protein_coding
ENSG00000024422,EHD2,chr19,+,48216600,48216679,protein_coding
ENSG00000024526,DEPDC1,chr1,-,68962904,68962765,protein_coding
ENSG00000024862,CCDC28A,chr6,+,139094646,139094906,protein_coding
ENSG00000025039,RRAGD,chr6,-,90121989,90121985,protein_coding
ENSG00000025156,HSF2,chr6,+,122720691,122720806,protein_coding
ENSG00000025293,PHF20,chr20,+,34359896,34359937,protein_coding
ENSG00000025423,HSD17B6,chr12,+,57145945,57157108,protein_coding
ENSG00000025434,NR1H3,chr11,+,47269851,47279547,protein_coding
ENSG00000025708,TYMP,chr22,-,50968485,50968441,protein_coding
ENSG00000025770,NCAPH2,chr22,+,50946645,50946676,protein_coding
ENSG00000025772,TOMM34,chr20,-,43589127,43589037,protein_coding
ENSG00000025796,SEC63,chr6,-,108279393,108279412,protein_coding
ENSG00000025800,KPNA6,chr1,+,32573639,32573657,protein_coding
ENSG00000026025,VIM,chr10,+,17270258,17271277,protein_coding
ENSG00000026103,FAS,chr10,+,90750288,90750560,protein_coding
ENSG00000026297,RNASET2,chr6,-,167370679,167370038,protein_coding
ENSG00000026508,CD44,chr11,+,35160417,35160718,protein_coding
ENSG00000026559,KCNG1,chr20,-,49639666,49639644,protein_coding
ENSG00000026652,AGPAT4,chr6,-,161695093,161695093,protein_coding
ENSG00000026751,SLAMF7,chr1,+,160708847,160709037,protein_coding
ENSG00000026950,BTN3A1,chr6,+,26402465,26402503,protein_coding
ENSG00000027001,MIPEP,chr13,-,24463558,24463539,protein_coding
ENSG00000027075,PRKCH,chr14,+,61654277,61788465,protein_coding
ENSG00000027644,INSRR,chr1,-,156828810,156828890,protein_coding
ENSG00000027697,IFNGR1,chr6,-,137540586,137540495,protein_coding
ENSG00000027847,B4GALT7,chr5,+,177027101,177027155,protein_coding
ENSG00000027869,SH2D2A,chr1,-,156786654,156786540,protein_coding
ENSG00000028116,VRK2,chr2,+,58134786,58273949,protein_coding
ENSG00000028137,TNFRSF1B,chr1,+,12227060,12227048,protein_coding
ENSG00000028203,VEZT,chr12,+,95611522,95611587,protein_coding
ENSG00000028277,POU2F2,chr19,-,42700737,42636598,protein_coding
ENSG00000028310,BRD9,chr5,-,892939,892916,protein_coding
ENSG00000028528,SNX1,chr15,+,64386322,64388201,protein_coding
ENSG00000028839,TBPL1,chr6,+,134273308,134274362,protein_coding
ENSG00000029153,ARNTL2,chr12,+,27485787,27485798,protein_coding
ENSG00000029363,BCLAF1,chr6,-,136610989,136610982,protein_coding
ENSG00000029364,SLC39A9,chr14,+,69864732,69865409,protein_coding
ENSG00000029534,ANK1,chr8,-,41754280,41655140,protein_coding
ENSG00000029559,IBSP,chr4,+,88720733,88720706,protein_coding
ENSG00000029639,TFB1M,chr6,-,155635627,155635618,protein_coding
ENSG00000029725,RABEP1,chr17,+,5185560,5185579,protein_coding
ENSG00000029993,HMGB3,chrX,+,150148982,150151808,protein_coding
ENSG00000030066,NUP160,chr11,-,47870107,47869902,protein_coding
ENSG00000030110,BAK1,chr6,-,33548070,33548036,protein_coding
ENSG00000030304,MUSK,chr9,+,113431051,113431071,protein_coding
ENSG00000030419,IKZF2,chr2,-,214017151,214015161,protein_coding
ENSG00000030582,GRN,chr17,+,42422454,42422670,protein_coding
ENSG00000031003,FAM13B,chr5,-,137387650,137368768,protein_coding
ENSG00000031081,ARHGAP31,chr3,+,119013220,119013230,protein_coding
ENSG00000031691,CENPQ,chr6,+,49431091,49431083,protein_coding
ENSG00000031698,SARS,chr1,+,109756540,109756540,protein_coding
ENSG00000031823,RANBP3,chr19,-,5978153,5978104,protein_coding
ENSG00000032219,ARID4A,chr14,+,58765103,58765293,protein_coding
ENSG00000032389,TSSC1,chr2,-,3381653,3381589,protein_coding
ENSG00000032444,PNPLA6,chr19,+,7598890,7599634,protein_coding
ENSG00000032742,IFT88,chr13,+,21141208,21141299,protein_coding
ENSG00000033011,ALG1,chr16,+,5083961,5121844,protein_coding
ENSG00000033030,ZCCHC8,chr12,-,122985620,122985398,protein_coding
ENSG00000033050,ABCF2,chr7,-,150924316,150924278,protein_coding
ENSG00000033100,CHPF2,chr7,+,150929575,150929585,protein_coding
ENSG00000033122,LRRC7,chr1,+,70034081,70033608,protein_coding
ENSG00000033170,FUT8,chr14,+,65877310,65879448,protein_coding
ENSG00000033178,UBA6,chr4,-,68566897,68566866,protein_coding
ENSG00000033327,GAB2,chr11,-,78129394,78128866,protein_coding
ENSG00000033627,ATP6V0A1,chr17,+,40610862,40610897,protein_coding
ENSG00000033800,PIAS1,chr15,+,68346517,68346653,protein_coding
ENSG00000033867,SLC4A7,chr3,-,27525911,27525875,protein_coding
ENSG00000034053,APBA2,chr15,+,29129629,29131309,protein_coding
ENSG00000034152,MAP2K3,chr17,+,21187984,21188023,protein_coding
ENSG00000034239,EFCAB1,chr8,-,49647870,49647827,protein_coding
ENSG00000034510,TMSB10,chr2,+,85132749,85132780,protein_coding
ENSG00000034533,ASTE1,chr3,-,130746493,130745608,protein_coding
ENSG00000034677,RNF19A,chr8,-,101422243,101322171,protein_coding
ENSG00000034693,PEX3,chr6,+,143771944,143772013,protein_coding
ENSG00000034713,GABARAPL2,chr16,+,75600249,75600277,protein_coding
ENSG00000034971,MYOC,chr1,-,171621823,171621828,protein_coding
ENSG00000035115,SH3YL1,chr2,-,266398,264032,protein_coding
ENSG00000035141,FAM136A,chr2,-,70529222,70529159,protein_coding
ENSG00000035403,VCL,chr10,+,75754951,75757874,protein_coding
ENSG00000035499,DEPDC1B,chr5,-,59996017,59995961,protein_coding
ENSG00000035664,DAPK2,chr15,-,64364232,64338647,protein_coding
ENSG00000035681,NSMAF,chr8,-,59572403,59572388,protein_coding
ENSG00000035687,ADSS,chr1,-,244615436,244615211,protein_coding
ENSG00000035720,STAP1,chr4,+,68424446,68424445,protein_coding
ENSG00000035862,TIMP2,chr17,-,76921469,76921469,protein_coding
ENSG00000035928,RFC1,chr4,-,39367995,39367982,protein_coding
ENSG00000036054,TBC1D23,chr3,+,99979844,99979836,protein_coding
ENSG00000036257,CUL3,chr2,-,225450114,225450055,protein_coding
ENSG00000036448,MYOM2,chr8,+,1993155,1993161,protein_coding
ENSG00000036473,OTC,chrX,+,38211798,38211857,protein_coding
ENSG00000036530,CYP46A1,chr14,+,100150641,100150651,protein_coding
ENSG00000036549,ZZZ3,chr1,-,78149104,78149083,protein_coding
ENSG00000036565,SLC18A1,chr8,-,20040717,20040647,protein_coding
ENSG00000036672,USP2,chr11,-,119252436,119234918,protein_coding
ENSG00000036828,CASR,chr3,+,121902530,121902534,protein_coding
ENSG00000037042,TUBG2,chr17,+,40811323,40811302,protein_coding
ENSG00000037241,RPL26L1,chr5,+,172385732,172386427,protein_coding
ENSG00000037280,FLT4,chr5,-,180076624,180076600,protein_coding
ENSG00000037474,NSUN2,chr5,-,6633404,6633157,protein_coding
ENSG00000037637,FBXO42,chr1,-,16678949,16678968,protein_coding
ENSG00000037749,MFAP3,chr5,+,153418466,153418532,protein_coding
ENSG00000037757,MRI1,chr19,+,13875346,13875375,protein_coding
ENSG00000037897,METTL1,chr12,-,58166576,58165888,protein_coding
ENSG00000037965,HOXC8,chr12,+,54402890,54402773,protein_coding
ENSG00000038002,AGA,chr4,-,178363657,178363564,protein_coding
ENSG00000038210,PI4K2B,chr4,+,25235597,25235655,protein_coding
ENSG00000038219,BOD1L1,chr4,-,13629347,13629349,protein_coding
ENSG00000038274,MAT2B,chr5,+,162930120,162932625,protein_coding
ENSG00000038295,TLL1,chr4,+,166794410,166794390,protein_coding
ENSG00000038358,EDC4,chr16,+,67906926,67906972,protein_coding
ENSG00000038382,TRIO,chr5,+,14143811,14143451,protein_coding
ENSG00000038427,VCAN,chr5,+,82767284,82767563,protein_coding
ENSG00000038532,CLEC16A,chr16,+,11038345,11038421,protein_coding
ENSG00000038945,MSR1,chr8,-,16424999,16050160,protein_coding
ENSG00000039068,CDH1,chr16,+,68771128,68771195,protein_coding
ENSG00000039123,SKIV2L2,chr5,+,54603588,54603829,protein_coding
ENSG00000039139,DNAH5,chr5,-,13944652,13944652,protein_coding
ENSG00000039319,ZFYVE16,chr5,+,79703832,79703883,protein_coding
ENSG00000039523,FAM65A,chr16,+,67552321,67562738,protein_coding
ENSG00000039537,C6,chr5,-,41261540,41213634,protein_coding
ENSG00000039560,RAI14,chr5,+,34656342,34656507,protein_coding
ENSG00000039600,SOX30,chr5,-,157098488,157079385,protein_coding
ENSG00000039650,PNKP,chr19,-,50381608,50370812,protein_coding
ENSG00000039987,BEST2,chr19,+,12862516,12862605,protein_coding
ENSG00000040199,PHLPP2,chr16,-,71758604,71757788,protein_coding
ENSG00000040275,SPDL1,chr5,+,169010638,169010792,protein_coding
ENSG00000040341,STAU2,chr8,-,74659943,74659075,protein_coding
ENSG00000040487,PQLC2,chr1,+,19638820,19638820,protein_coding
ENSG00000040531,CTNS,chr17,+,3539762,3540054,protein_coding
ENSG00000040608,RTN4R,chr22,-,20270769,20255841,protein_coding
ENSG00000040633,PHF23,chr17,-,7143041,7142758,protein_coding
ENSG00000040731,CDH10,chr5,-,24645087,24645045,protein_coding
ENSG00000040933,INPP4A,chr2,+,99061317,99061321,protein_coding
ENSG00000041353,RAB27B,chr18,+,52385091,52495708,protein_coding
ENSG00000041357,PSMA4,chr15,+,78832747,78832786,protein_coding
ENSG00000041515,MYO16,chr13,+,109248500,109282000,protein_coding
ENSG00000041802,LSG1,chr3,-,194393206,194392920,protein_coding
ENSG00000041880,PARP3,chr3,+,51976361,51977036,protein_coding
ENSG00000041982,TNC,chr9,-,117880536,117880432,protein_coding
ENSG00000041988,THAP3,chr1,+,6684926,6685261,protein_coding
ENSG00000042062,FAM65C,chr20,-,49308065,49308064,protein_coding
ENSG00000042088,TDP1,chr14,+,90421283,90422279,protein_coding
ENSG00000042286,AIFM2,chr10,-,71892690,71892568,protein_coding
ENSG00000042304,C2orf83,chr2,-,228498036,228498036,protein_coding
ENSG00000042317,SPATA7,chr14,+,88851268,88852034,protein_coding
ENSG00000042429,MED17,chr11,+,93517393,93517448,protein_coding
ENSG00000042445,RETSAT,chr2,-,85581743,85581651,protein_coding
ENSG00000042493,CAPG,chr2,-,85645555,85637488,protein_coding
ENSG00000042753,AP2S1,chr19,-,47354249,47354101,protein_coding
ENSG00000042781,USH2A,chr1,-,216596738,216596790,protein_coding
ENSG00000042813,ZPBP,chr7,-,50160925,50132809,protein_coding
ENSG00000042832,TG,chr8,+,133879203,133879203,protein_coding
ENSG00000042980,ADAM28,chr8,+,24151553,24151582,protein_coding
ENSG00000043039,BARX2,chr11,+,129245835,129245743,protein_coding
ENSG00000043093,DCUN1D1,chr3,-,182703741,182698326,protein_coding
ENSG00000043143,JADE2,chr5,+,133860003,133861360,protein_coding
ENSG00000043355,ZIC2,chr13,+,100634026,100634038,protein_coding
ENSG00000043462,LCP2,chr5,-,169725231,169724781,protein_coding
ENSG00000043514,TRIT1,chr1,-,40349183,40349176,protein_coding
ENSG00000043591,ADRB1,chr10,+,115803815,115803625,protein_coding
ENSG00000044012,GUCA2B,chr1,+,42619092,42619081,protein_coding
ENSG00000044090,CUL7,chr6,-,43021683,43021537,protein_coding
ENSG00000044115,CTNNA1,chr5,+,137946656,138089114,protein_coding
ENSG00000044446,PHKA2,chrX,-,19002716,19002232,protein_coding
ENSG00000044459,CNTLN,chr9,+,17134980,17135038,protein_coding
ENSG00000044524,EPHA3,chr3,+,89156674,89156771,protein_coding
ENSG00000044574,HSPA5,chr9,-,128003609,128003622,protein_coding
ENSG00000046604,DSG2,chr18,+,29078006,29078141,protein_coding
ENSG00000046647,GEMIN8,chrX,-,14048012,14048011,protein_coding
ENSG00000046651,OFD1,chrX,+,13752864,13752867,protein_coding
ENSG00000046653,GPM6B,chrX,-,13956757,13956757,protein_coding
ENSG00000046774,MAGEC2,chrX,-,141293076,141293068,protein_coding
ENSG00000046889,PREX2,chr8,+,68864353,68864615,protein_coding
ENSG00000047056,WDR37,chr10,+,1095478,1102343,protein_coding
ENSG00000047188,YTHDC2,chr5,+,112849380,112849402,protein_coding
ENSG00000047230,CTPS2,chrX,-,16731059,16730792,protein_coding
ENSG00000047249,ATP6V1H,chr8,-,54756118,54755805,protein_coding
ENSG00000047315,POLR2B,chr4,+,57843888,57845062,protein_coding
ENSG00000047346,FAM214A,chr15,-,53002014,52971562,protein_coding
ENSG00000047365,ARAP2,chr4,-,36246131,36246105,protein_coding
ENSG00000047410,TPR,chr1,-,186344825,186344385,protein_coding
ENSG00000047457,CP,chr3,-,148939842,148939611,protein_coding
ENSG00000047578,KIAA0556,chr16,+,27561454,27561465,protein_coding
ENSG00000047579,DTNBP1,chr6,-,15663289,15663213,protein_coding
ENSG00000047597,XK,chrX,+,37545012,37545044,protein_coding
ENSG00000047617,ANO2,chr12,-,6055398,6054394,protein_coding
ENSG00000047621,C12orf4,chr12,-,4647674,4647632,protein_coding
ENSG00000047634,SCML1,chrX,+,17755569,17755613,protein_coding
ENSG00000047644,WWC3,chrX,+,9983602,9983295,protein_coding
ENSG00000047648,ARHGAP6,chrX,-,11683821,11445906,protein_coding
ENSG00000047662,FAM184B,chr4,-,17783135,17783244,protein_coding
ENSG00000047849,MAP4,chr3,-,48130762,48130338,protein_coding
ENSG00000047932,GOPC,chr6,-,117923705,117923655,protein_coding
ENSG00000047936,ROS1,chr6,-,117747018,117747030,protein_coding
ENSG00000048028,USP28,chr11,-,113746292,113746255,protein_coding
ENSG00000048052,HDAC9,chr7,+,18126572,18548967,protein_coding
ENSG00000048140,TSPAN17,chr5,+,176074388,176074485,protein_coding
ENSG00000048162,NOP16,chr5,-,175815976,175815599,protein_coding
ENSG00000048342,CC2D2A,chr4,+,15471489,15480845,protein_coding
ENSG00000048392,RRM2B,chr8,-,103251346,103251165,protein_coding
ENSG00000048405,ZNF800,chr7,-,127071978,127032758,protein_coding
ENSG00000048462,TNFRSF17,chr16,+,12058964,12059067,protein_coding
ENSG00000048471,SNX29,chr16,+,12070594,12070591,protein_coding
ENSG00000048540,LMO3,chr12,-,16763528,16759421,protein_coding
ENSG00000048544,MRPS10,chr6,-,42185603,42185599,protein_coding
ENSG00000048545,GUCA1A,chr6,+,42123144,42141129,protein_coding
ENSG00000048649,RSF1,chr11,-,77532063,77531768,protein_coding
ENSG00000048707,VPS13D,chr1,+,12290124,12290089,protein_coding
ENSG00000048740,CELF2,chr10,+,11047284,11207447,protein_coding
ENSG00000048828,FAM120A,chr9,+,96214004,96213976,protein_coding
ENSG00000048991,R3HDM1,chr2,+,136289025,136289068,protein_coding
ENSG00000049089,COL9A2,chr1,-,40783488,40782954,protein_coding
ENSG00000049130,KITLG,chr12,-,88974628,88974248,protein_coding
ENSG00000049167,ERCC8,chr5,-,60240900,60240897,protein_coding
ENSG00000049192,ADAMTS6,chr5,-,64777747,64777675,protein_coding
ENSG00000049239,H6PD,chr1,+,9294834,9294833,protein_coding
ENSG00000049245,VAMP3,chr1,+,7831329,7831356,protein_coding
ENSG00000049246,PER3,chr1,+,7844380,7844355,protein_coding
ENSG00000049247,UTS2,chr1,-,7913572,7913125,protein_coding
ENSG00000049249,TNFRSF9,chr1,-,8003225,8000897,protein_coding
ENSG00000049283,EPN3,chr17,+,48609904,48610096,protein_coding
ENSG00000049323,LTBP1,chr2,+,33172039,33359663,protein_coding
ENSG00000049449,RCN1,chr11,+,31833939,32112620,protein_coding
ENSG00000049540,ELN,chr7,+,73442119,73442511,protein_coding
ENSG00000049541,RFC2,chr7,-,73668788,73668729,protein_coding
ENSG00000049618,ARID1B,chr6,+,157098508,157098801,protein_coding
ENSG00000049656,CLPTM1L,chr5,-,1345214,1345169,protein_coding
ENSG00000049759,NEDD4L,chr18,+,55711599,55888803,protein_coding
ENSG00000049768,FOXP3,chrX,-,49121288,49121172,protein_coding
ENSG00000049769,PPP1R3F,chrX,+,49126306,49126275,protein_coding
ENSG00000049860,HEXB,chr5,+,73935848,73981058,protein_coding
ENSG00000049883,PTCD2,chr5,+,71616194,71616200,protein_coding
ENSG00000050030,KIAA2022,chrX,-,74145320,74145281,protein_coding
ENSG00000050130,JKAMP,chr14,+,59951161,59951235,protein_coding
ENSG00000050165,DKK3,chr11,-,12031316,12030173,protein_coding
ENSG00000050327,ARHGEF5,chr7,+,144052381,144052504,protein_coding
ENSG00000050344,NFE2L3,chr7,+,26191860,26191829,protein_coding
ENSG00000050393,MCUR1,chr6,-,13814800,13814440,protein_coding
ENSG00000050405,LIMA1,chr12,-,50677329,50616437,protein_coding
ENSG00000050426,LETMD1,chr12,+,51441745,51442110,protein_coding
ENSG00000050438,SLC4A8,chr12,+,51785101,51818615,protein_coding
ENSG00000050555,LAMC3,chr9,+,133884469,133884574,protein_coding
ENSG00000050628,PTGER3,chr1,-,71513491,71513499,protein_coding
ENSG00000050730,TNIP3,chr4,-,122148621,122085476,protein_coding
ENSG00000050748,MAPK9,chr5,-,179719099,179719083,protein_coding
ENSG00000050767,COL23A1,chr5,-,178017556,178017394,protein_coding
ENSG00000050820,BCAR1,chr16,-,75301951,75285522,protein_coding
ENSG00000051009,FAM160A2,chr11,-,6255941,6255866,protein_coding
ENSG00000051108,HERPUD1,chr16,+,56965960,56966054,protein_coding
ENSG00000051128,HOMER3,chr19,-,19052070,19052011,protein_coding
ENSG00000051180,RAD51,chr15,+,40986972,40987372,protein_coding
ENSG00000051341,POLQ,chr3,-,121265488,121264829,protein_coding
ENSG00000051382,PIK3CB,chr3,-,138553780,138553730,protein_coding
ENSG00000051523,CYBA,chr16,-,88717560,88717461,protein_coding
ENSG00000051596,THOC3,chr5,-,175461683,175461683,protein_coding
ENSG00000051620,HEBP2,chr6,+,138724668,138725389,protein_coding
ENSG00000051825,MPHOSPH9,chr12,-,123728561,123717688,protein_coding
ENSG00000052126,PLEKHA5,chr12,+,19282686,19282667,protein_coding
ENSG00000052344,PRSS8,chr16,-,31147083,31147048,protein_coding
ENSG00000052723,SIKE1,chr1,-,115323306,115323267,protein_coding
ENSG00000052749,RRP12,chr10,-,99185833,99161053,protein_coding
ENSG00000052795,FNIP2,chr4,+,159690290,159690178,protein_coding
ENSG00000052802,MSMO1,chr4,+,166248775,166248872,protein_coding
ENSG00000052841,TTC17,chr11,+,43380482,43380494,protein_coding
ENSG00000052850,ALX4,chr11,-,44331716,44331587,protein_coding
ENSG00000053108,FSTL4,chr5,-,132948255,132948203,protein_coding
ENSG00000053254,FOXN3,chr14,-,90085493,90085509,protein_coding
ENSG00000053328,METTL24,chr6,-,110679475,110679552,protein_coding
ENSG00000053371,AKR7A2,chr1,-,19638640,19638597,protein_coding
